painel,rotulo_projeto,LOINC_NUM,LONG_COMMON_NAME,SHORTNAME,DisplayName,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,STATUS,EXAMPLE_UCUM_UNITS,COMMON_TEST_RANK,ptBR_COMPONENT,ptBR_PROPERTY,ptBR_TIME_ASPCT,ptBR_SYSTEM,ptBR_SCALE_TYP,ptBR_METHOD_TYP,ptBR_SHORTNAME,ptBR_RELATEDNAMES2
Vitaminas,Vitamina A,2923-1,Retinol [Mass/volume] in Serum or Plasma,Vit A SerPl-mCnc,Retinol [Mass/Vol],Retinol,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ug/mL,1094,Retinol,MCnc,Pt,Sor/Plas,Qn,,Vit A SerPl-mCnc,; Vit A; Vit A1; Vitamin A alcohol; Vit A1 alcohol; Vit A alcohol; Axerophthol; Axerol; Biosterol; Vitamin A1; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Vitaminas,Vitamina E,1823-4,Alpha tocopherol [Mass/volume] in Serum or Plasma,A-Tocopherol Vit E SerPl-mCnc,Alpha tocopherol [Mass/Vol],Alpha tocopherol,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,mg/L;mg/dL,970,Alfa tocoferol,MCnc,Pt,Sor/Plas,Qn,,A-Tocopherol Vit E SerPl-mCnc,; A-Tocopherol Vit E; Tocopherols; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Vitamin E; Alfa; Chemistry
Ferro,Ferro serico,2498-4,Iron [Mass/volume] in Serum or Plasma,Iron SerPl-mCnc,Iron [Mass/Vol],Iron,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ug/dL,175,Ferro,MCnc,Pt,Sor/Plas,Qn,,Iron SerPl-mCnc,Fe; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Ferro,Ferritina,2276-4,Ferritin [Mass/volume] in Serum or Plasma,Ferritin SerPl-mCnc,Ferritin [Mass/Vol],Ferritin,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ng/mL,151,Ferritina,MCnc,Pt,Sor/Plas,Qn,,Ferritin SerPl-mCnc,Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Ferro,Transferrina,3034-6,Transferrin [Mass/volume] in Serum or Plasma,Transferrin SerPl-mCnc,Transferrin [Mass/Vol],Transferrin,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,mg/dL,373,Transferrina,MCnc,Pt,Sor/Plas,Qn,,Transferrin SerPl-mCnc,Tf; Siderophilin; Trf; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Ferro,Saturacao de transferrina,2502-3,Iron saturation [Mass Fraction] in Serum or Plasma,Iron Satn MFr SerPl,Iron saturation [Mass fraction],Iron saturation,MFr,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,%,191,Saturação do ferro,MCrto,Pt,Sor/Plas,Qn,,Iron Satn SerPl-mRto,; Iron Satn; Fe; mRto; Mass concentration ratio; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; SAT; Chemistry
Ferro,Capacidade de ligacao do ferro,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,TIBC SerPl-mCnc,Iron binding capacity [Mass/Vol],Iron binding capacity,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ug/dL,192,Capacidade de ligação do ferro,MCnc,Pt,Sor/Plas,Qn,,TIBC SerPl-mCnc,; TIBC; IBC; Fe; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Bind; Chemistry
Inflamacao,Proteina C reativa,1988-5,C reactive protein [Mass/volume] in Serum or Plasma,CRP SerPl-mCnc,CRP [Mass/Vol],C reactive protein,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,mg/L,128,Proteína C Reativa,MCnc,Pt,Sor/Plas,Qn,,CRP SerPl-mCnc,; Prot; PR; CRP; C reactive peptide; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Reac; React; Chemistry
Inflamacao,VHS,30341-2,Erythrocyte [Sedimentation Rate] in Blood,Erythrocyte Sed Rat Bld,Erythrocyte (Bld) [Sedimentation Rate],Erythrocyte,Sedimentation Rate,Pt,Bld,Qn,,HEM/BC,ACTIVE,mm/h,280,Sedimentação de eritrócitos,Velocidade,Pt,SgTotal,Qn,,ESR Sg Qn,; ESR; E.S.R.; Sed rate; Erythrocytes; Red blood corpusles; Red blood corpuscle; Red blood cell; Red cell; Red cells; Discocyte; Erc; Red blood cells; RBC; Velocity; Point in time; Random; Blood; WB; Whole blood; Quantitative; QNT; Quant; Quan; HEMATOLOGY/CELL COUNTS; HEMATOLOGY/CELL COUNTS
Inflamacao,PSA total,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,PSA SerPl-mCnc,Prostate specific Ag [Mass/Vol],Prostate specific Ag,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ng/mL,177,Prostático Específico Ag,MCnc,Pt,Sor/Plas,Qn,,PSA SerPl-mCnc,; PSA; Kallikrein 3; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Antigen; Antigens; Spec; Chemistry
Inflamacao,PSA livre,10886-0,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,PSA Free SerPl-mCnc,Free PSA [Mass/Vol],Prostate specific Ag.free,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ng/mL,795,Prostático Específico Ag.livre,MCnc,Pt,Sor/Plas,Qn,,PSA Free SerPl-mCnc,; PSA Free; fPSA; Kallikrein 3; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Antigen; Antigens; Spec; FR; Non-protein bound; Chemistry
Hormonios,Testosterona total,2986-8,Testosterone [Mass/volume] in Serum or Plasma,Testost SerPl-mCnc,Testosterone [Mass/Vol],Testosterone,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ng/dL,309,Testosterona,MCnc,Pt,Sor/Plas,Qn,,Testost SerPl-mCnc,; Testost; Testos; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,Testosterona livre,2991-8,Testosterone Free [Mass/volume] in Serum or Plasma,Testost Free SerPl-mCnc,Testosterone Free [Mass/Vol],Testosterone.free,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,pg/mL,492,Testosterona.livre,MCnc,Pt,Sor/Plas,Qn,,Testost Free SerPl-mCnc,; Testost Free; Testosterone.unconjugated; Testos; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; FR; Non-protein bound; Chemistry
Hormonios,Cortisol,2143-6,Cortisol [Mass/volume] in Serum or Plasma,Cortis SerPl-mCnc,Cortisol [Mass/Vol],Cortisol,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ug/dL,475,Cortisol,MCnc,Pt,Sor/Plas,Qn,,Cortis SerPl-mCnc,; Cortis; Coritsol; Compound F; 17-Hydroxycorticosterone; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,Estradiol,2243-4,Estradiol (E2) [Mass/volume] in Serum or Plasma,Estradiol SerPl-mCnc,E2 [Mass/Vol],Estradiol,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,pg/mL,485,Estradiol,MCnc,Pt,Sor/Plas,Qn,,Estradiol SerPl-mCnc,Oestradiol; E2; 17-beta estradiol; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,FSH,15067-2,Follitropin [Units/volume] in Serum or Plasma,FSH SerPl-aCnc,Follitropin Qn,Follitropin,ACnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,m[IU]/mL,462,Folitropina,ACnc,Pt,Sor/Plas,Qn,,FSH SerPl-aCnc,; FSH; Follicle stimulating hormone; Arbitrary concentration; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,LH,10501-5,Lutropin [Units/volume] in Serum or Plasma,LH SerPl-aCnc,Lutropin Qn,Lutropin,ACnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,m[IU]/mL,567,Luteotrofina,ACnc,Pt,Sor/Plas,Qn,,LH SerPl-aCnc,; LH; Interstitual cell stimulating hormone; Leutinizing hormone; Lutenizing hormone; Lutenin; Luteinizing hormone; ICSH; Interstitial cell-stimulating hormone; Ovulation test; Arbitrary concentration; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,Prolactina,2842-3,Prolactin [Mass/volume] in Serum or Plasma,Prolactin SerPl-mCnc,Prolactin [Mass/Vol],Prolactin,MCnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,ng/mL,508,Prolactina,MCnc,Pt,Sor/Plas,Qn,,Prolactin SerPl-mCnc,Mammatropic hormone; Lactotropic hormone; Lactotropin; PRL; Mammotropin; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Hormonios,Beta-HCG,19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma,HCG SerPl-aCnc,HCG Qn,Choriogonadotropin,ACnc,Pt,Ser/Plas,Qn,,CHEM,ACTIVE,m[IU]/mL,730,Gonadotrofina Coriônica,ACnc,Pt,Sor/Plas,Qn,,HCG SerPl-aCnc,; HCG; Chorionic gonadotropin; CG; Human chorionic gonadotropin; Pregnancy test; Choriogonadotropins total; Arbitrary concentration; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; Chemistry
Inflamacao,Proteina C reativa ultrassensivel,30522-7,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,CRP SerPl HS-mCnc,CRP High sensitivity method [Mass/Vol],C reactive protein,MCnc,Pt,Ser/Plas,Qn,High sensitivity,CHEM,ACTIVE,mg/L,473,Proteína C Reativa,MCnc,Pt,Sor/Plas,Qn,Ultra sensível,CRP SerPl High Sens-mCnc,; Prot; PR; CRP; C reactive peptide; Mass concentration; Level; Point in time; Random; SerPl; SerPlas; SerP; Serum; SR; Plasma; Pl; Plsm; Quantitative; QNT; Quant; Quan; High Sens; Reac; React; Chemistry; Cardio; Cardiac CRP; hs-CRP; hsCRP
